Category,Seller SKU - Stock keeping unit,Product Title,Model Code,Model Color code,EAN - European article number,Variant Group Code,Gender,Made In,Brand,Color,Material composition-1,Material _1 %,Material composition-2,Material _2 %,Material composition-3,Material _3 %,Material composition-4,Material _4 %,Material composition-5,Material _5 %,Item Description (ENG),Item Description (ITA),Image1 - F,Image2 - R,Image3 - D,Image4 - E,Image5 - A,Image6 - B,Model Title,Item Description (FR),Item Description (ES),Item Description (DE),Item Description (EL),made of fur (no shearling)?,Bags Model,BAGS dimensions,Material Description,Material processing,Material effect,ALL Appliqué,Design,Bags Handles,Bags Shoulder Strap,Shoulder strap,Bags/accessories Interior,Closures Bags/accessories,Pockets bags/accessories,Bag/suitcase bottom,Bags Accessories,Waterproof,Double face,Sport,Not Textile,Set pieces,Notes,Type of use,Size - YOOX CON,Textile certifications,Size - CHILDREN YOOX CON (BKJ),Status of wear,Model Family,Length of handle (cm),Width (cm),Depth (cm),Height (cm),Handle drop (cm),Length (cm)
CATEGORY,SHOP_SKU,TITLE,MF,MODELCOLOR,EAN,VARIANT_GROUP_CODE,GENDER,MADEIN,BRAND,FILTER_COLOR,MAT1,MAT1PERC,MAT2,MAT2PERC,MAT3,MAT3PERC,MAT4,MAT4PERC,MAT5,MAT5PERC,ITEM_DESCRIPTION_ENG,ITEM_DESCRIPTION_ITA,FIRST_IMAGE,SECOND_IMAGE,THIRD_IMAGE,FOURTH_IMAGE,FIFTH_IMAGE,SIXTH_IMAGE,MODEL_TITLE,ITEM_DESCRIPTION_FR,ITEM_DESCRIPTION_ES,ITEM_DESCRIPTION_DE,ITEM_DESCRIPTION_GR,HCAT_492,CAT_111,CAT_486,CAT_6,CAT_507,CAT_506,CAT_479,CAT_92,CAT_116,CAT_115,CAT_30,CAT_32,CAT_29,CAT_31,CAT_120,CAT_123,CAT_502,CAT_503,CAT_466,CAT_530,CAT_404,CAT_124,CAT_692,SIZE_65,CAT_727,SIZE_1224,PREOWNED_CONDITION,CAT_542,MIS_4,MIS_2,MIS_3,MIS_9,MIS_59,MIS_109
